barrio,tipo_gral,anio,mes,franja_grupo,cantidad_crimenes
SAAVEDRA,Crimenes Violentos,2019,4,2,7
SAAVEDRA,Crimenes Violentos,2019,4,3,15
SAAVEDRA,Crimenes Violentos,2019,4,4,18
SAAVEDRA,Crimenes Violentos,2019,5,1,3
SAAVEDRA,Crimenes Violentos,2019,5,2,10
SAAVEDRA,Crimenes Violentos,2019,5,3,5
SAAVEDRA,Crimenes Violentos,2019,5,4,16
SAAVEDRA,Crimenes Violentos,2019,6,1,6
SAAVEDRA,Crimenes Violentos,2019,6,2,5
SAAVEDRA,Crimenes Violentos,2019,6,3,11
SAAVEDRA,Crimenes Violentos,2019,6,4,16
SAAVEDRA,Crimenes Violentos,2019,7,1,9
SAAVEDRA,Crimenes Violentos,2019,7,2,5
SAAVEDRA,Crimenes Violentos,2019,7,3,10
SAAVEDRA,Crimenes Violentos,2019,7,4,17
SAAVEDRA,Crimenes Violentos,2019,8,1,4
SAAVEDRA,Crimenes Violentos,2019,8,2,5
SAAVEDRA,Crimenes Violentos,2019,8,3,19
SAAVEDRA,Crimenes Violentos,2019,8,4,14
SAAVEDRA,Crimenes Violentos,2019,9,1,2
SAAVEDRA,Crimenes Violentos,2019,9,2,7
SAAVEDRA,Crimenes Violentos,2019,9,3,10
SAAVEDRA,Crimenes Violentos,2019,9,4,7
SAAVEDRA,Crimenes Violentos,2019,10,1,4
SAAVEDRA,Crimenes Violentos,2019,10,2,7
SAAVEDRA,Crimenes Violentos,2019,10,3,9
SAAVEDRA,Crimenes Violentos,2019,10,4,15
SAAVEDRA,Crimenes Violentos,2019,11,1,11
SAAVEDRA,Crimenes Violentos,2019,11,2,4
SAAVEDRA,Crimenes Violentos,2019,11,3,14
SAAVEDRA,Crimenes Violentos,2019,11,4,19
SAAVEDRA,Crimenes Violentos,2019,12,1,8
SAAVEDRA,Crimenes Violentos,2019,12,2,8
SAAVEDRA,Crimenes Violentos,2019,12,3,9
SAAVEDRA,Crimenes Violentos,2019,12,4,15
SAAVEDRA,Crimenes Violentos,2020,3,1,4
SAAVEDRA,Crimenes Violentos,2020,3,2,8
SAAVEDRA,Crimenes Violentos,2020,3,3,4
SAAVEDRA,Crimenes Violentos,2020,3,4,13
SAAVEDRA,Crimenes Violentos,2020,8,1,4
SAAVEDRA,Crimenes Violentos,2020,8,2,3
SAAVEDRA,Crimenes Violentos,2020,8,3,4
SAAVEDRA,Crimenes Violentos,2020,8,4,12
SAAVEDRA,Crimenes Violentos,2020,9,1,1
SAAVEDRA,Crimenes Violentos,2020,9,2,5
SAAVEDRA,Crimenes Violentos,2020,9,3,7
SAAVEDRA,Crimenes Violentos,2020,9,4,12
SAAVEDRA,Crimenes Violentos,2020,10,1,2
SAAVEDRA,Crimenes Violentos,2020,10,2,5
SAAVEDRA,Crimenes Violentos,2020,10,3,17
SAAVEDRA,Crimenes Violentos,2020,10,4,4
SAAVEDRA,Crimenes Violentos,2020,11,1,7
SAAVEDRA,Crimenes Violentos,2020,11,2,6
SAAVEDRA,Crimenes Violentos,2020,11,3,26
SAAVEDRA,Crimenes Violentos,2020,11,4,19
SAAVEDRA,Crimenes Violentos,2020,12,1,5
SAAVEDRA,Crimenes Violentos,2020,12,2,3
SAAVEDRA,Crimenes Violentos,2020,12,3,13
SAAVEDRA,Crimenes Violentos,2020,12,4,15
SAAVEDRA,Crimenes Violentos,2021,1,1,6
SAAVEDRA,Crimenes Violentos,2021,1,2,2
SAAVEDRA,Crimenes Violentos,2021,1,3,15
SAAVEDRA,Crimenes Violentos,2021,1,4,14
SAAVEDRA,Crimenes Violentos,2021,2,1,5
SAAVEDRA,Crimenes Violentos,2021,2,2,7
SAAVEDRA,Crimenes Violentos,2021,2,3,16
SAAVEDRA,Crimenes Violentos,2021,2,4,23
SAAVEDRA,Crimenes Violentos,2021,3,1,8
SAAVEDRA,Crimenes Violentos,2021,3,2,6
SAAVEDRA,Crimenes Violentos,2021,3,3,17
SAAVEDRA,Crimenes Violentos,2021,3,4,10
SAAVEDRA,Crimenes Violentos,2021,4,1,6
SAAVEDRA,Crimenes Violentos,2021,4,2,8
SAAVEDRA,Crimenes Violentos,2021,4,3,9
SAAVEDRA,Crimenes Violentos,2021,4,4,17
SAAVEDRA,Crimenes Violentos,2021,5,1,4
SAAVEDRA,Crimenes Violentos,2021,5,2,7
SAAVEDRA,Crimenes Violentos,2021,5,3,9
SAAVEDRA,Crimenes Violentos,2021,5,4,12
SAAVEDRA,Crimenes Violentos,2021,6,1,5
SAAVEDRA,Crimenes Violentos,2021,6,2,4
SAAVEDRA,Crimenes Violentos,2021,6,3,12
SAAVEDRA,Crimenes Violentos,2021,6,4,8
SAAVEDRA,Crimenes Violentos,2021,7,1,1
SAAVEDRA,Crimenes Violentos,2021,7,2,7
SAAVEDRA,Crimenes Violentos,2021,7,3,7
SAAVEDRA,Crimenes Violentos,2021,7,4,13
SAAVEDRA,Crimenes Violentos,2021,8,1,4
SAAVEDRA,Crimenes Violentos,2021,8,2,4
SAAVEDRA,Crimenes Violentos,2021,8,3,13
SAAVEDRA,Crimenes Violentos,2021,8,4,21
SAAVEDRA,Crimenes Violentos,2021,9,1,9
SAAVEDRA,Crimenes Violentos,2021,9,2,6
SAAVEDRA,Crimenes Violentos,2021,9,3,21
SAAVEDRA,Crimenes Violentos,2021,9,4,21
SAAVEDRA,Crimenes Violentos,2021,10,1,5
SAAVEDRA,Crimenes Violentos,2021,10,2,5
SAAVEDRA,Crimenes Violentos,2021,10,3,8
SAAVEDRA,Crimenes Violentos,2021,10,4,16
SAAVEDRA,Crimenes Violentos,2021,11,1,6
SAAVEDRA,Crimenes Violentos,2021,11,2,8
SAAVEDRA,Crimenes Violentos,2021,11,3,14
SAAVEDRA,Crimenes Violentos,2021,11,4,16
SAAVEDRA,Crimenes Violentos,2021,12,1,7
SAAVEDRA,Crimenes Violentos,2021,12,2,11
SAAVEDRA,Crimenes Violentos,2021,12,3,10
SAAVEDRA,Crimenes Violentos,2021,12,4,8
SAAVEDRA,Crimenes Violentos,2022,1,1,9
SAAVEDRA,Crimenes Violentos,2022,1,2,8
SAAVEDRA,Crimenes Violentos,2022,1,3,18
SAAVEDRA,Crimenes Violentos,2022,1,4,16
SAAVEDRA,Crimenes Violentos,2022,2,1,8
SAAVEDRA,Crimenes Violentos,2022,2,2,4
SAAVEDRA,Crimenes Violentos,2022,2,3,12
SAAVEDRA,Crimenes Violentos,2022,2,4,11
SAAVEDRA,Crimenes Violentos,2022,3,1,6
SAAVEDRA,Crimenes Violentos,2022,3,2,7
SAAVEDRA,Crimenes Violentos,2022,3,3,9
SAAVEDRA,Crimenes Violentos,2022,3,4,9
SAAVEDRA,Crimenes Violentos,2022,4,1,3
SAAVEDRA,Crimenes Violentos,2022,4,2,6
SAAVEDRA,Crimenes Violentos,2022,4,3,11
SAAVEDRA,Crimenes Violentos,2022,4,4,14
SAAVEDRA,Crimenes Violentos,2022,5,1,5
SAAVEDRA,Crimenes Violentos,2022,5,2,8
SAAVEDRA,Crimenes Violentos,2022,5,3,12
SAAVEDRA,Crimenes Violentos,2022,5,4,9
SAAVEDRA,Crimenes Violentos,2022,6,1,3
SAAVEDRA,Crimenes Violentos,2022,6,2,3
SAAVEDRA,Crimenes Violentos,2022,6,3,5
SAAVEDRA,Crimenes Violentos,2022,6,4,10
SAAVEDRA,Crimenes Violentos,2022,7,1,8
SAAVEDRA,Crimenes Violentos,2022,7,2,4
SAAVEDRA,Crimenes Violentos,2022,7,3,15
SAAVEDRA,Crimenes Violentos,2022,7,4,11
SAAVEDRA,Crimenes Violentos,2022,8,1,11
SAAVEDRA,Crimenes Violentos,2022,8,2,3
SAAVEDRA,Crimenes Violentos,2022,8,3,9
SAAVEDRA,Crimenes Violentos,2022,8,4,9
SAAVEDRA,Crimenes Violentos,2022,9,1,4
SAAVEDRA,Crimenes Violentos,2022,9,2,5
SAAVEDRA,Crimenes Violentos,2022,9,3,8
SAAVEDRA,Crimenes Violentos,2022,9,4,17
SAAVEDRA,Crimenes Violentos,2022,10,1,1
SAAVEDRA,Crimenes Violentos,2022,10,2,2
SAAVEDRA,Crimenes Violentos,2022,10,3,10
SAAVEDRA,Crimenes Violentos,2022,10,4,18
SAAVEDRA,Crimenes Violentos,2022,11,1,3
SAAVEDRA,Crimenes Violentos,2022,11,2,5
SAAVEDRA,Crimenes Violentos,2022,11,3,11
SAAVEDRA,Crimenes Violentos,2022,11,4,9
SAAVEDRA,Crimenes Violentos,2022,12,1,6
SAAVEDRA,Crimenes Violentos,2022,12,2,4
SAAVEDRA,Crimenes Violentos,2022,12,3,17
SAAVEDRA,Crimenes Violentos,2022,12,4,15
SAN CRISTOBAL,Crimenes No Violentos,2018,1,1,16
SAN CRISTOBAL,Crimenes No Violentos,2018,1,2,38
SAN CRISTOBAL,Crimenes No Violentos,2018,1,3,44
SAN CRISTOBAL,Crimenes No Violentos,2018,1,4,58
SAN CRISTOBAL,Crimenes No Violentos,2018,2,1,14
SAN CRISTOBAL,Crimenes No Violentos,2018,2,2,33
SAN CRISTOBAL,Crimenes No Violentos,2018,2,3,36
SAN CRISTOBAL,Crimenes No Violentos,2018,2,4,49
SAN CRISTOBAL,Crimenes No Violentos,2018,3,1,23
SAN CRISTOBAL,Crimenes No Violentos,2018,3,2,35
SAN CRISTOBAL,Crimenes No Violentos,2018,3,3,80
SAN CRISTOBAL,Crimenes No Violentos,2018,3,4,44
SAN CRISTOBAL,Crimenes No Violentos,2018,4,1,14
SAN CRISTOBAL,Crimenes No Violentos,2018,4,2,20
SAN CRISTOBAL,Crimenes No Violentos,2018,4,3,53
SAN CRISTOBAL,Crimenes No Violentos,2018,4,4,44
SAN CRISTOBAL,Crimenes No Violentos,2018,5,1,15
SAN CRISTOBAL,Crimenes No Violentos,2018,5,2,38
SAN CRISTOBAL,Crimenes No Violentos,2018,5,3,59
SAN CRISTOBAL,Crimenes No Violentos,2018,5,4,59
SAN CRISTOBAL,Crimenes No Violentos,2018,6,1,10
SAN CRISTOBAL,Crimenes No Violentos,2018,6,2,40
SAN CRISTOBAL,Crimenes No Violentos,2018,6,3,46
SAN CRISTOBAL,Crimenes No Violentos,2018,6,4,52
SAN CRISTOBAL,Crimenes No Violentos,2018,7,1,9
SAN CRISTOBAL,Crimenes No Violentos,2018,7,2,29
SAN CRISTOBAL,Crimenes No Violentos,2018,7,3,45
SAN CRISTOBAL,Crimenes No Violentos,2018,7,4,55
SAN CRISTOBAL,Crimenes No Violentos,2018,8,1,10
SAN CRISTOBAL,Crimenes No Violentos,2018,8,2,29
SAN CRISTOBAL,Crimenes No Violentos,2018,8,3,61
SAN CRISTOBAL,Crimenes No Violentos,2018,8,4,40
SAN CRISTOBAL,Crimenes No Violentos,2018,9,1,14
SAN CRISTOBAL,Crimenes No Violentos,2018,9,2,31
SAN CRISTOBAL,Crimenes No Violentos,2018,9,3,46
SAN CRISTOBAL,Crimenes No Violentos,2018,9,4,48
SAN CRISTOBAL,Crimenes No Violentos,2018,10,1,14
SAN CRISTOBAL,Crimenes No Violentos,2018,10,2,31
SAN CRISTOBAL,Crimenes No Violentos,2018,10,3,52
SAN CRISTOBAL,Crimenes No Violentos,2018,10,4,37
SAN CRISTOBAL,Crimenes No Violentos,2018,11,1,14
SAN CRISTOBAL,Crimenes No Violentos,2018,11,2,27
SAN CRISTOBAL,Crimenes No Violentos,2018,11,3,48
SAN CRISTOBAL,Crimenes No Violentos,2018,11,4,52
SAN CRISTOBAL,Crimenes No Violentos,2018,12,1,19
SAN CRISTOBAL,Crimenes No Violentos,2018,12,2,42
SAN CRISTOBAL,Crimenes No Violentos,2018,12,3,49
SAN CRISTOBAL,Crimenes No Violentos,2018,12,4,54
SAN CRISTOBAL,Crimenes No Violentos,2019,1,1,12
SAN CRISTOBAL,Crimenes No Violentos,2019,1,2,30
SAN CRISTOBAL,Crimenes No Violentos,2019,1,3,54
SAN CRISTOBAL,Crimenes No Violentos,2019,1,4,49
SAN CRISTOBAL,Crimenes No Violentos,2019,2,1,9
SAN CRISTOBAL,Crimenes No Violentos,2019,2,2,31
SAN CRISTOBAL,Crimenes No Violentos,2019,2,3,43
SAN CRISTOBAL,Crimenes No Violentos,2019,2,4,44
SAN CRISTOBAL,Crimenes No Violentos,2019,3,1,15
SAN CRISTOBAL,Crimenes No Violentos,2019,3,2,40
SAN CRISTOBAL,Crimenes No Violentos,2019,3,3,43
SAN CRISTOBAL,Crimenes No Violentos,2019,3,4,46
SAN CRISTOBAL,Crimenes No Violentos,2019,4,1,12
SAN CRISTOBAL,Crimenes No Violentos,2019,4,2,36
SAN CRISTOBAL,Crimenes No Violentos,2019,4,3,58
SAN CRISTOBAL,Crimenes No Violentos,2019,4,4,30
SAN CRISTOBAL,Crimenes No Violentos,2019,5,1,7
SAN CRISTOBAL,Crimenes No Violentos,2019,5,2,28
SAN CRISTOBAL,Crimenes No Violentos,2019,5,3,55
SAN CRISTOBAL,Crimenes No Violentos,2019,5,4,33
SAN CRISTOBAL,Crimenes No Violentos,2019,6,1,13
SAN CRISTOBAL,Crimenes No Violentos,2019,6,2,26
SAN CRISTOBAL,Crimenes No Violentos,2019,6,3,40
SAN CRISTOBAL,Crimenes No Violentos,2019,6,4,45
SAN CRISTOBAL,Crimenes No Violentos,2019,7,1,13
SAN CRISTOBAL,Crimenes No Violentos,2019,7,2,27
SAN CRISTOBAL,Crimenes No Violentos,2019,7,3,42
SAN CRISTOBAL,Crimenes No Violentos,2019,7,4,34
SAN CRISTOBAL,Crimenes No Violentos,2019,8,1,12
SAN CRISTOBAL,Crimenes No Violentos,2019,8,2,31
SAN CRISTOBAL,Crimenes No Violentos,2019,8,3,50
SAN CRISTOBAL,Crimenes No Violentos,2019,8,4,43
SAN CRISTOBAL,Crimenes No Violentos,2019,9,1,9
SAN CRISTOBAL,Crimenes No Violentos,2019,9,2,27
SAN CRISTOBAL,Crimenes No Violentos,2019,9,3,38
SAN CRISTOBAL,Crimenes No Violentos,2019,9,4,30
SAN CRISTOBAL,Crimenes No Violentos,2019,10,1,18
SAN CRISTOBAL,Crimenes No Violentos,2019,10,2,39
SAN CRISTOBAL,Crimenes No Violentos,2019,10,3,40
SAN CRISTOBAL,Crimenes No Violentos,2019,10,4,33
SAN CRISTOBAL,Crimenes No Violentos,2019,11,1,74
SAN CRISTOBAL,Crimenes No Violentos,2019,11,2,12
SAN CRISTOBAL,Crimenes No Violentos,2019,11,3,25
SAN CRISTOBAL,Crimenes No Violentos,2019,11,4,20
SAN CRISTOBAL,Crimenes No Violentos,2019,12,1,48
SAN CRISTOBAL,Crimenes No Violentos,2019,12,2,22
SAN CRISTOBAL,Crimenes No Violentos,2019,12,3,29
SAN CRISTOBAL,Crimenes No Violentos,2019,12,4,27
SAN CRISTOBAL,Crimenes No Violentos,2020,3,1,9
SAN CRISTOBAL,Crimenes No Violentos,2020,3,2,26
SAN CRISTOBAL,Crimenes No Violentos,2020,3,3,22
SAN CRISTOBAL,Crimenes No Violentos,2020,3,4,24
SAN CRISTOBAL,Crimenes No Violentos,2020,8,1,9
SAN CRISTOBAL,Crimenes No Violentos,2020,8,2,24
SAN CRISTOBAL,Crimenes No Violentos,2020,8,3,23
SAN CRISTOBAL,Crimenes No Violentos,2020,8,4,17
SAN CRISTOBAL,Crimenes No Violentos,2020,9,1,7
SAN CRISTOBAL,Crimenes No Violentos,2020,9,2,25
SAN CRISTOBAL,Crimenes No Violentos,2020,9,3,36
SAN CRISTOBAL,Crimenes No Violentos,2020,9,4,24
SAN CRISTOBAL,Crimenes No Violentos,2020,10,1,9
SAN CRISTOBAL,Crimenes No Violentos,2020,10,2,41
SAN CRISTOBAL,Crimenes No Violentos,2020,10,3,20
SAN CRISTOBAL,Crimenes No Violentos,2020,10,4,22
SAN CRISTOBAL,Crimenes No Violentos,2020,11,1,13
SAN CRISTOBAL,Crimenes No Violentos,2020,11,2,37
SAN CRISTOBAL,Crimenes No Violentos,2020,11,3,39
SAN CRISTOBAL,Crimenes No Violentos,2020,11,4,22
SAN CRISTOBAL,Crimenes No Violentos,2020,12,1,8
SAN CRISTOBAL,Crimenes No Violentos,2020,12,2,38
SAN CRISTOBAL,Crimenes No Violentos,2020,12,3,33
SAN CRISTOBAL,Crimenes No Violentos,2020,12,4,33
SAN CRISTOBAL,Crimenes No Violentos,2021,1,1,14
SAN CRISTOBAL,Crimenes No Violentos,2021,1,2,38
SAN CRISTOBAL,Crimenes No Violentos,2021,1,3,29
SAN CRISTOBAL,Crimenes No Violentos,2021,1,4,45
SAN CRISTOBAL,Crimenes No Violentos,2021,2,1,17
SAN CRISTOBAL,Crimenes No Violentos,2021,2,2,28
SAN CRISTOBAL,Crimenes No Violentos,2021,2,3,25
SAN CRISTOBAL,Crimenes No Violentos,2021,2,4,31
SAN CRISTOBAL,Crimenes No Violentos,2021,3,1,11
SAN CRISTOBAL,Crimenes No Violentos,2021,3,2,30
SAN CRISTOBAL,Crimenes No Violentos,2021,3,3,38
SAN CRISTOBAL,Crimenes No Violentos,2021,3,4,21
SAN CRISTOBAL,Crimenes No Violentos,2021,4,1,9
SAN CRISTOBAL,Crimenes No Violentos,2021,4,2,21
SAN CRISTOBAL,Crimenes No Violentos,2021,4,3,22
SAN CRISTOBAL,Crimenes No Violentos,2021,4,4,22
SAN CRISTOBAL,Crimenes No Violentos,2021,5,1,7
SAN CRISTOBAL,Crimenes No Violentos,2021,5,2,40
SAN CRISTOBAL,Crimenes No Violentos,2021,5,3,53
SAN CRISTOBAL,Crimenes No Violentos,2021,5,4,22
SAN CRISTOBAL,Crimenes No Violentos,2021,6,1,6
SAN CRISTOBAL,Crimenes No Violentos,2021,6,2,37
SAN CRISTOBAL,Crimenes No Violentos,2021,6,3,44
SAN CRISTOBAL,Crimenes No Violentos,2021,6,4,27
SAN CRISTOBAL,Crimenes No Violentos,2021,7,1,9
SAN CRISTOBAL,Crimenes No Violentos,2021,7,2,44
SAN CRISTOBAL,Crimenes No Violentos,2021,7,3,47
SAN CRISTOBAL,Crimenes No Violentos,2021,7,4,30
SAN CRISTOBAL,Crimenes No Violentos,2021,8,1,7
SAN CRISTOBAL,Crimenes No Violentos,2021,8,2,41
SAN CRISTOBAL,Crimenes No Violentos,2021,8,3,30
SAN CRISTOBAL,Crimenes No Violentos,2021,8,4,26
SAN CRISTOBAL,Crimenes No Violentos,2021,9,1,14
SAN CRISTOBAL,Crimenes No Violentos,2021,9,2,40
SAN CRISTOBAL,Crimenes No Violentos,2021,9,3,42
SAN CRISTOBAL,Crimenes No Violentos,2021,9,4,37
SAN CRISTOBAL,Crimenes No Violentos,2021,10,1,14
SAN CRISTOBAL,Crimenes No Violentos,2021,10,2,35
SAN CRISTOBAL,Crimenes No Violentos,2021,10,3,36
SAN CRISTOBAL,Crimenes No Violentos,2021,10,4,25
SAN CRISTOBAL,Crimenes No Violentos,2021,11,1,14
SAN CRISTOBAL,Crimenes No Violentos,2021,11,2,40
SAN CRISTOBAL,Crimenes No Violentos,2021,11,3,40
SAN CRISTOBAL,Crimenes No Violentos,2021,11,4,27
SAN CRISTOBAL,Crimenes No Violentos,2021,12,1,12
SAN CRISTOBAL,Crimenes No Violentos,2021,12,2,30
SAN CRISTOBAL,Crimenes No Violentos,2021,12,3,30
SAN CRISTOBAL,Crimenes No Violentos,2021,12,4,26
SAN CRISTOBAL,Crimenes No Violentos,2022,1,1,15
SAN CRISTOBAL,Crimenes No Violentos,2022,1,2,38
SAN CRISTOBAL,Crimenes No Violentos,2022,1,3,36
SAN CRISTOBAL,Crimenes No Violentos,2022,1,4,35
SAN CRISTOBAL,Crimenes No Violentos,2022,2,1,17
SAN CRISTOBAL,Crimenes No Violentos,2022,2,2,45
SAN CRISTOBAL,Crimenes No Violentos,2022,2,3,25
SAN CRISTOBAL,Crimenes No Violentos,2022,2,4,37
SAN CRISTOBAL,Crimenes No Violentos,2022,3,1,15
SAN CRISTOBAL,Crimenes No Violentos,2022,3,2,58
SAN CRISTOBAL,Crimenes No Violentos,2022,3,3,39
SAN CRISTOBAL,Crimenes No Violentos,2022,3,4,50
SAN CRISTOBAL,Crimenes No Violentos,2022,4,1,19
SAN CRISTOBAL,Crimenes No Violentos,2022,4,2,37
SAN CRISTOBAL,Crimenes No Violentos,2022,4,3,47
SAN CRISTOBAL,Crimenes No Violentos,2022,4,4,40
SAN CRISTOBAL,Crimenes No Violentos,2022,5,1,15
SAN CRISTOBAL,Crimenes No Violentos,2022,5,2,55
SAN CRISTOBAL,Crimenes No Violentos,2022,5,3,35
SAN CRISTOBAL,Crimenes No Violentos,2022,5,4,45
SAN CRISTOBAL,Crimenes No Violentos,2022,6,1,13
SAN CRISTOBAL,Crimenes No Violentos,2022,6,2,58
SAN CRISTOBAL,Crimenes No Violentos,2022,6,3,26
SAN CRISTOBAL,Crimenes No Violentos,2022,6,4,37
SAN CRISTOBAL,Crimenes No Violentos,2022,7,1,17
SAN CRISTOBAL,Crimenes No Violentos,2022,7,2,63
SAN CRISTOBAL,Crimenes No Violentos,2022,7,3,38
SAN CRISTOBAL,Crimenes No Violentos,2022,7,4,40
SAN CRISTOBAL,Crimenes No Violentos,2022,8,1,17
SAN CRISTOBAL,Crimenes No Violentos,2022,8,2,52
SAN CRISTOBAL,Crimenes No Violentos,2022,8,3,46
SAN CRISTOBAL,Crimenes No Violentos,2022,8,4,47
SAN CRISTOBAL,Crimenes No Violentos,2022,9,1,10
SAN CRISTOBAL,Crimenes No Violentos,2022,9,2,45
SAN CRISTOBAL,Crimenes No Violentos,2022,9,3,42
SAN CRISTOBAL,Crimenes No Violentos,2022,9,4,46
SAN CRISTOBAL,Crimenes No Violentos,2022,10,1,13
SAN CRISTOBAL,Crimenes No Violentos,2022,10,2,53
SAN CRISTOBAL,Crimenes No Violentos,2022,10,3,27
SAN CRISTOBAL,Crimenes No Violentos,2022,10,4,38
SAN CRISTOBAL,Crimenes No Violentos,2022,11,1,20
SAN CRISTOBAL,Crimenes No Violentos,2022,11,2,56
SAN CRISTOBAL,Crimenes No Violentos,2022,11,3,35
SAN CRISTOBAL,Crimenes No Violentos,2022,11,4,31
SAN CRISTOBAL,Crimenes No Violentos,2022,12,1,25
SAN CRISTOBAL,Crimenes No Violentos,2022,12,2,50
SAN CRISTOBAL,Crimenes No Violentos,2022,12,3,39
SAN CRISTOBAL,Crimenes No Violentos,2022,12,4,44
SAN CRISTOBAL,Crimenes Viales,2018,1,1,2
SAN CRISTOBAL,Crimenes Viales,2018,1,2,5
SAN CRISTOBAL,Crimenes Viales,2018,1,3,5
SAN CRISTOBAL,Crimenes Viales,2018,1,4,4
SAN CRISTOBAL,Crimenes Viales,2018,2,2,9
SAN CRISTOBAL,Crimenes Viales,2018,2,3,14
SAN CRISTOBAL,Crimenes Viales,2018,2,4,3
SAN CRISTOBAL,Crimenes Viales,2018,3,1,1
SAN CRISTOBAL,Crimenes Viales,2018,3,2,11
SAN CRISTOBAL,Crimenes Viales,2018,3,3,5
SAN CRISTOBAL,Crimenes Viales,2018,3,4,9
SAN CRISTOBAL,Crimenes Viales,2018,4,2,3
SAN CRISTOBAL,Crimenes Viales,2018,4,3,1
SAN CRISTOBAL,Crimenes Viales,2018,4,4,2
SAN CRISTOBAL,Crimenes Viales,2018,5,1,3
SAN CRISTOBAL,Crimenes Viales,2018,5,2,5
SAN CRISTOBAL,Crimenes Viales,2018,5,3,10
SAN CRISTOBAL,Crimenes Viales,2018,5,4,9
SAN CRISTOBAL,Crimenes Viales,2018,6,1,3
SAN CRISTOBAL,Crimenes Viales,2018,6,2,6
SAN CRISTOBAL,Crimenes Viales,2018,6,3,6
SAN CRISTOBAL,Crimenes Viales,2018,6,4,2
SAN CRISTOBAL,Crimenes Viales,2018,7,2,4
SAN CRISTOBAL,Crimenes Viales,2018,7,3,1
SAN CRISTOBAL,Crimenes Viales,2018,7,4,4
SAN CRISTOBAL,Crimenes Viales,2018,8,2,6
SAN CRISTOBAL,Crimenes Viales,2018,8,3,5
SAN CRISTOBAL,Crimenes Viales,2018,8,4,6
SAN CRISTOBAL,Crimenes Viales,2018,9,1,1
SAN CRISTOBAL,Crimenes Viales,2018,9,2,5
SAN CRISTOBAL,Crimenes Viales,2018,9,3,5
SAN CRISTOBAL,Crimenes Viales,2018,9,4,3
SAN CRISTOBAL,Crimenes Viales,2018,10,1,1
SAN CRISTOBAL,Crimenes Viales,2018,10,2,2
SAN CRISTOBAL,Crimenes Viales,2018,10,3,2
SAN CRISTOBAL,Crimenes Viales,2018,10,4,5
SAN CRISTOBAL,Crimenes Viales,2018,11,2,3
SAN CRISTOBAL,Crimenes Viales,2018,11,3,4
SAN CRISTOBAL,Crimenes Viales,2018,11,4,7
SAN CRISTOBAL,Crimenes Viales,2018,12,1,2
SAN CRISTOBAL,Crimenes Viales,2018,12,2,6
SAN CRISTOBAL,Crimenes Viales,2018,12,3,7
SAN CRISTOBAL,Crimenes Viales,2018,12,4,4
SAN CRISTOBAL,Crimenes Viales,2019,1,1,1
SAN CRISTOBAL,Crimenes Viales,2019,1,2,8
SAN CRISTOBAL,Crimenes Viales,2019,1,3,3
SAN CRISTOBAL,Crimenes Viales,2019,1,4,3
SAN CRISTOBAL,Crimenes Viales,2019,2,1,1
SAN CRISTOBAL,Crimenes Viales,2019,2,2,4
SAN CRISTOBAL,Crimenes Viales,2019,2,3,8
SAN CRISTOBAL,Crimenes Viales,2019,2,4,6
SAN CRISTOBAL,Crimenes Viales,2019,3,1,4
SAN CRISTOBAL,Crimenes Viales,2019,3,2,6
SAN CRISTOBAL,Crimenes Viales,2019,3,3,5
SAN CRISTOBAL,Crimenes Viales,2019,3,4,8
SAN CRISTOBAL,Crimenes Viales,2019,4,2,2
SAN CRISTOBAL,Crimenes Viales,2019,4,3,4
SAN CRISTOBAL,Crimenes Viales,2019,4,4,3
SAN CRISTOBAL,Crimenes Viales,2019,5,2,5
SAN CRISTOBAL,Crimenes Viales,2019,5,3,8
SAN CRISTOBAL,Crimenes Viales,2019,5,4,5
SAN CRISTOBAL,Crimenes Viales,2019,6,1,1
SAN CRISTOBAL,Crimenes Viales,2019,6,2,11
SAN CRISTOBAL,Crimenes Viales,2019,6,3,5
SAN CRISTOBAL,Crimenes Viales,2019,6,4,5
SAN CRISTOBAL,Crimenes Viales,2019,7,1,2
SAN CRISTOBAL,Crimenes Viales,2019,7,2,8
SAN CRISTOBAL,Crimenes Viales,2019,7,3,8
SAN CRISTOBAL,Crimenes Viales,2019,7,4,6
SAN CRISTOBAL,Crimenes Viales,2019,8,1,1
SAN CRISTOBAL,Crimenes Viales,2019,8,2,2
SAN CRISTOBAL,Crimenes Viales,2019,8,3,9
SAN CRISTOBAL,Crimenes Viales,2019,8,4,4
SAN CRISTOBAL,Crimenes Viales,2019,9,2,6
SAN CRISTOBAL,Crimenes Viales,2019,9,3,8
SAN CRISTOBAL,Crimenes Viales,2019,9,4,2
SAN CRISTOBAL,Crimenes Viales,2019,10,1,3
SAN CRISTOBAL,Crimenes Viales,2019,10,2,4
SAN CRISTOBAL,Crimenes Viales,2019,10,3,4
SAN CRISTOBAL,Crimenes Viales,2019,10,4,4
SAN CRISTOBAL,Crimenes Viales,2019,11,2,3
SAN CRISTOBAL,Crimenes Viales,2019,11,3,2
SAN CRISTOBAL,Crimenes Viales,2019,11,4,4
SAN CRISTOBAL,Crimenes Viales,2019,12,1,3
SAN CRISTOBAL,Crimenes Viales,2019,12,2,6
SAN CRISTOBAL,Crimenes Viales,2019,12,3,6
SAN CRISTOBAL,Crimenes Viales,2019,12,4,4
SAN CRISTOBAL,Crimenes Viales,2020,3,1,1
SAN CRISTOBAL,Crimenes Viales,2020,3,2,2
SAN CRISTOBAL,Crimenes Viales,2020,3,3,3
