barrio,tipo_gral,anio,mes,franja_grupo,cantidad_crimenes
CABALLITO,Crimenes No Violentos,2021,8,3,110
CABALLITO,Crimenes No Violentos,2021,8,4,74
CABALLITO,Crimenes No Violentos,2021,9,1,34
CABALLITO,Crimenes No Violentos,2021,9,2,70
CABALLITO,Crimenes No Violentos,2021,9,3,96
CABALLITO,Crimenes No Violentos,2021,9,4,76
CABALLITO,Crimenes No Violentos,2021,10,1,29
CABALLITO,Crimenes No Violentos,2021,10,2,85
CABALLITO,Crimenes No Violentos,2021,10,3,110
CABALLITO,Crimenes No Violentos,2021,10,4,96
CABALLITO,Crimenes No Violentos,2021,11,1,25
CABALLITO,Crimenes No Violentos,2021,11,2,97
CABALLITO,Crimenes No Violentos,2021,11,3,106
CABALLITO,Crimenes No Violentos,2021,11,4,105
CABALLITO,Crimenes No Violentos,2021,12,1,32
CABALLITO,Crimenes No Violentos,2021,12,2,82
CABALLITO,Crimenes No Violentos,2021,12,3,108
CABALLITO,Crimenes No Violentos,2021,12,4,92
CABALLITO,Crimenes No Violentos,2022,1,1,46
CABALLITO,Crimenes No Violentos,2022,1,2,91
CABALLITO,Crimenes No Violentos,2022,1,3,82
CABALLITO,Crimenes No Violentos,2022,1,4,96
CABALLITO,Crimenes No Violentos,2022,2,1,45
CABALLITO,Crimenes No Violentos,2022,2,2,93
CABALLITO,Crimenes No Violentos,2022,2,3,93
CABALLITO,Crimenes No Violentos,2022,2,4,86
CABALLITO,Crimenes No Violentos,2022,3,1,55
CABALLITO,Crimenes No Violentos,2022,3,2,101
CABALLITO,Crimenes No Violentos,2022,3,3,105
CABALLITO,Crimenes No Violentos,2022,3,4,113
CABALLITO,Crimenes No Violentos,2022,4,1,37
CABALLITO,Crimenes No Violentos,2022,4,2,93
CABALLITO,Crimenes No Violentos,2022,4,3,110
CABALLITO,Crimenes No Violentos,2022,4,4,94
CABALLITO,Crimenes No Violentos,2022,5,1,43
CABALLITO,Crimenes No Violentos,2022,5,2,108
CABALLITO,Crimenes No Violentos,2022,5,3,79
CABALLITO,Crimenes No Violentos,2022,5,4,123
CABALLITO,Crimenes No Violentos,2022,6,1,41
CABALLITO,Crimenes No Violentos,2022,6,2,105
CABALLITO,Crimenes No Violentos,2022,6,3,121
CABALLITO,Crimenes No Violentos,2022,6,4,126
CABALLITO,Crimenes No Violentos,2022,7,1,35
CABALLITO,Crimenes No Violentos,2022,7,2,125
CABALLITO,Crimenes No Violentos,2022,7,3,144
CABALLITO,Crimenes No Violentos,2022,7,4,140
CABALLITO,Crimenes No Violentos,2022,8,1,50
CABALLITO,Crimenes No Violentos,2022,8,2,113
CABALLITO,Crimenes No Violentos,2022,8,3,110
CABALLITO,Crimenes No Violentos,2022,8,4,125
CABALLITO,Crimenes No Violentos,2022,9,1,45
CABALLITO,Crimenes No Violentos,2022,9,2,117
CABALLITO,Crimenes No Violentos,2022,9,3,145
CABALLITO,Crimenes No Violentos,2022,9,4,130
CABALLITO,Crimenes No Violentos,2022,10,1,53
CABALLITO,Crimenes No Violentos,2022,10,2,125
CABALLITO,Crimenes No Violentos,2022,10,3,129
CABALLITO,Crimenes No Violentos,2022,10,4,128
CABALLITO,Crimenes No Violentos,2022,11,1,46
CABALLITO,Crimenes No Violentos,2022,11,2,143
CABALLITO,Crimenes No Violentos,2022,11,3,134
CABALLITO,Crimenes No Violentos,2022,11,4,112
CABALLITO,Crimenes No Violentos,2022,12,1,43
CABALLITO,Crimenes No Violentos,2022,12,2,116
CABALLITO,Crimenes No Violentos,2022,12,3,102
CABALLITO,Crimenes No Violentos,2022,12,4,115
CABALLITO,Crimenes Viales,2018,1,1,1
CABALLITO,Crimenes Viales,2018,1,2,8
CABALLITO,Crimenes Viales,2018,1,3,9
CABALLITO,Crimenes Viales,2018,1,4,9
CABALLITO,Crimenes Viales,2018,2,2,13
CABALLITO,Crimenes Viales,2018,2,3,7
CABALLITO,Crimenes Viales,2018,2,4,8
CABALLITO,Crimenes Viales,2018,3,1,2
CABALLITO,Crimenes Viales,2018,3,2,8
CABALLITO,Crimenes Viales,2018,3,3,9
CABALLITO,Crimenes Viales,2018,3,4,5
CABALLITO,Crimenes Viales,2018,4,1,1
CABALLITO,Crimenes Viales,2018,4,2,5
CABALLITO,Crimenes Viales,2018,4,3,6
CABALLITO,Crimenes Viales,2018,4,4,5
CABALLITO,Crimenes Viales,2018,5,1,1
CABALLITO,Crimenes Viales,2018,5,2,11
CABALLITO,Crimenes Viales,2018,5,3,18
CABALLITO,Crimenes Viales,2018,5,4,13
CABALLITO,Crimenes Viales,2018,6,1,3
CABALLITO,Crimenes Viales,2018,6,2,13
CABALLITO,Crimenes Viales,2018,6,3,9
CABALLITO,Crimenes Viales,2018,6,4,6
CABALLITO,Crimenes Viales,2018,7,1,1
CABALLITO,Crimenes Viales,2018,7,2,8
CABALLITO,Crimenes Viales,2018,7,3,6
CABALLITO,Crimenes Viales,2018,7,4,2
CABALLITO,Crimenes Viales,2018,8,2,6
CABALLITO,Crimenes Viales,2018,8,3,8
CABALLITO,Crimenes Viales,2018,8,4,5
CABALLITO,Crimenes Viales,2018,9,2,8
CABALLITO,Crimenes Viales,2018,9,3,12
CABALLITO,Crimenes Viales,2018,9,4,12
CABALLITO,Crimenes Viales,2018,10,1,3
CABALLITO,Crimenes Viales,2018,10,2,8
CABALLITO,Crimenes Viales,2018,10,3,10
CABALLITO,Crimenes Viales,2018,10,4,10
CABALLITO,Crimenes Viales,2018,11,1,5
CABALLITO,Crimenes Viales,2018,11,2,6
CABALLITO,Crimenes Viales,2018,11,3,10
CABALLITO,Crimenes Viales,2018,11,4,7
CABALLITO,Crimenes Viales,2018,12,1,3
CABALLITO,Crimenes Viales,2018,12,2,8
CABALLITO,Crimenes Viales,2018,12,3,12
CABALLITO,Crimenes Viales,2018,12,4,11
CABALLITO,Crimenes Viales,2019,1,1,2
CABALLITO,Crimenes Viales,2019,1,2,8
CABALLITO,Crimenes Viales,2019,1,3,11
CABALLITO,Crimenes Viales,2019,1,4,5
CABALLITO,Crimenes Viales,2019,2,1,8
CABALLITO,Crimenes Viales,2019,2,2,6
CABALLITO,Crimenes Viales,2019,2,3,15
CABALLITO,Crimenes Viales,2019,2,4,7
CABALLITO,Crimenes Viales,2019,3,1,3
CABALLITO,Crimenes Viales,2019,3,2,8
CABALLITO,Crimenes Viales,2019,3,3,14
CABALLITO,Crimenes Viales,2019,3,4,15
CABALLITO,Crimenes Viales,2019,4,1,2
CABALLITO,Crimenes Viales,2019,4,2,18
CABALLITO,Crimenes Viales,2019,4,3,14
CABALLITO,Crimenes Viales,2019,4,4,18
CABALLITO,Crimenes Viales,2019,5,1,4
CABALLITO,Crimenes Viales,2019,5,2,15
CABALLITO,Crimenes Viales,2019,5,3,19
CABALLITO,Crimenes Viales,2019,5,4,12
CABALLITO,Crimenes Viales,2019,6,1,4
CABALLITO,Crimenes Viales,2019,6,2,11
CABALLITO,Crimenes Viales,2019,6,3,10
CABALLITO,Crimenes Viales,2019,6,4,11
CABALLITO,Crimenes Viales,2019,7,1,2
CABALLITO,Crimenes Viales,2019,7,2,14
CABALLITO,Crimenes Viales,2019,7,3,14
CABALLITO,Crimenes Viales,2019,7,4,11
CABALLITO,Crimenes Viales,2019,8,1,3
CABALLITO,Crimenes Viales,2019,8,2,10
CABALLITO,Crimenes Viales,2019,8,3,14
CABALLITO,Crimenes Viales,2019,8,4,8
CABALLITO,Crimenes Viales,2019,9,1,5
CABALLITO,Crimenes Viales,2019,9,2,8
CABALLITO,Crimenes Viales,2019,9,3,9
CABALLITO,Crimenes Viales,2019,9,4,10
CABALLITO,Crimenes Viales,2019,10,1,4
CABALLITO,Crimenes Viales,2019,10,2,10
CABALLITO,Crimenes Viales,2019,10,3,15
CABALLITO,Crimenes Viales,2019,10,4,6
CABALLITO,Crimenes Viales,2019,11,1,3
CABALLITO,Crimenes Viales,2019,11,2,6
CABALLITO,Crimenes Viales,2019,11,3,6
CABALLITO,Crimenes Viales,2019,11,4,1
CABALLITO,Crimenes Viales,2019,12,1,3
CABALLITO,Crimenes Viales,2019,12,2,7
CABALLITO,Crimenes Viales,2019,12,3,7
CABALLITO,Crimenes Viales,2019,12,4,10
CABALLITO,Crimenes Viales,2020,3,1,1
CABALLITO,Crimenes Viales,2020,3,2,6
CABALLITO,Crimenes Viales,2020,3,3,8
CABALLITO,Crimenes Viales,2020,3,4,2
CABALLITO,Crimenes Viales,2020,8,1,2
CABALLITO,Crimenes Viales,2020,8,2,3
CABALLITO,Crimenes Viales,2020,8,3,14
CABALLITO,Crimenes Viales,2020,8,4,6
CABALLITO,Crimenes Viales,2020,9,2,1
CABALLITO,Crimenes Viales,2020,9,3,5
CABALLITO,Crimenes Viales,2020,9,4,9
CABALLITO,Crimenes Viales,2020,10,1,2
CABALLITO,Crimenes Viales,2020,10,2,5
CABALLITO,Crimenes Viales,2020,10,3,13
CABALLITO,Crimenes Viales,2020,10,4,11
CABALLITO,Crimenes Viales,2020,11,1,1
CABALLITO,Crimenes Viales,2020,11,2,4
CABALLITO,Crimenes Viales,2020,11,3,10
CABALLITO,Crimenes Viales,2020,11,4,7
CABALLITO,Crimenes Viales,2020,12,1,4
CABALLITO,Crimenes Viales,2020,12,2,4
CABALLITO,Crimenes Viales,2020,12,3,15
CABALLITO,Crimenes Viales,2020,12,4,10
CABALLITO,Crimenes Viales,2021,1,1,5
CABALLITO,Crimenes Viales,2021,1,3,6
CABALLITO,Crimenes Viales,2021,1,4,6
CABALLITO,Crimenes Viales,2021,2,1,2
CABALLITO,Crimenes Viales,2021,2,2,3
CABALLITO,Crimenes Viales,2021,2,3,9
CABALLITO,Crimenes Viales,2021,2,4,5
CABALLITO,Crimenes Viales,2021,3,2,8
CABALLITO,Crimenes Viales,2021,3,3,10
CABALLITO,Crimenes Viales,2021,3,4,9
CABALLITO,Crimenes Viales,2021,4,1,1
CABALLITO,Crimenes Viales,2021,4,2,7
CABALLITO,Crimenes Viales,2021,4,3,13
CABALLITO,Crimenes Viales,2021,4,4,7
CABALLITO,Crimenes Viales,2021,5,1,1
CABALLITO,Crimenes Viales,2021,5,2,5
CABALLITO,Crimenes Viales,2021,5,3,5
CABALLITO,Crimenes Viales,2021,5,4,2
CABALLITO,Crimenes Viales,2021,6,1,3
CABALLITO,Crimenes Viales,2021,6,2,6
CABALLITO,Crimenes Viales,2021,6,3,14
CABALLITO,Crimenes Viales,2021,6,4,10
CABALLITO,Crimenes Viales,2021,7,1,2
CABALLITO,Crimenes Viales,2021,7,2,2
CABALLITO,Crimenes Viales,2021,7,3,7
CABALLITO,Crimenes Viales,2021,7,4,6
CABALLITO,Crimenes Viales,2021,8,1,1
CABALLITO,Crimenes Viales,2021,8,2,7
CABALLITO,Crimenes Viales,2021,8,3,12
CABALLITO,Crimenes Viales,2021,8,4,9
CABALLITO,Crimenes Viales,2021,9,1,1
CABALLITO,Crimenes Viales,2021,9,2,7
CABALLITO,Crimenes Viales,2021,9,3,17
CABALLITO,Crimenes Viales,2021,9,4,5
CABALLITO,Crimenes Viales,2021,10,2,6
CABALLITO,Crimenes Viales,2021,10,3,14
CABALLITO,Crimenes Viales,2021,10,4,8
CABALLITO,Crimenes Viales,2021,11,1,1
CABALLITO,Crimenes Viales,2021,11,2,7
CABALLITO,Crimenes Viales,2021,11,3,5
CABALLITO,Crimenes Viales,2021,11,4,3
CABALLITO,Crimenes Viales,2021,12,1,3
CABALLITO,Crimenes Viales,2021,12,2,9
CABALLITO,Crimenes Viales,2021,12,3,15
CABALLITO,Crimenes Viales,2021,12,4,8
CABALLITO,Crimenes Viales,2022,1,1,2
CABALLITO,Crimenes Viales,2022,1,2,2
CABALLITO,Crimenes Viales,2022,1,3,14
CABALLITO,Crimenes Viales,2022,1,4,14
CABALLITO,Crimenes Viales,2022,2,1,4
CABALLITO,Crimenes Viales,2022,2,2,7
CABALLITO,Crimenes Viales,2022,2,3,15
CABALLITO,Crimenes Viales,2022,2,4,7
CABALLITO,Crimenes Viales,2022,3,1,4
CABALLITO,Crimenes Viales,2022,3,2,6
CABALLITO,Crimenes Viales,2022,3,3,16
CABALLITO,Crimenes Viales,2022,3,4,8
CABALLITO,Crimenes Viales,2022,4,1,4
CABALLITO,Crimenes Viales,2022,4,2,16
CABALLITO,Crimenes Viales,2022,4,3,19
CABALLITO,Crimenes Viales,2022,4,4,16
CABALLITO,Crimenes Viales,2022,5,1,1
CABALLITO,Crimenes Viales,2022,5,2,7
CABALLITO,Crimenes Viales,2022,5,3,15
CABALLITO,Crimenes Viales,2022,5,4,17
CABALLITO,Crimenes Viales,2022,6,1,2
CABALLITO,Crimenes Viales,2022,6,2,13
CABALLITO,Crimenes Viales,2022,6,3,15
CABALLITO,Crimenes Viales,2022,6,4,17
CABALLITO,Crimenes Viales,2022,7,1,4
CABALLITO,Crimenes Viales,2022,7,2,15
CABALLITO,Crimenes Viales,2022,7,3,16
CABALLITO,Crimenes Viales,2022,7,4,12
CABALLITO,Crimenes Viales,2022,8,1,1
CABALLITO,Crimenes Viales,2022,8,2,8
CABALLITO,Crimenes Viales,2022,8,3,13
CABALLITO,Crimenes Viales,2022,8,4,15
CABALLITO,Crimenes Viales,2022,9,1,2
CABALLITO,Crimenes Viales,2022,9,2,11
CABALLITO,Crimenes Viales,2022,9,3,16
CABALLITO,Crimenes Viales,2022,9,4,13
CABALLITO,Crimenes Viales,2022,10,2,12
CABALLITO,Crimenes Viales,2022,10,3,21
CABALLITO,Crimenes Viales,2022,10,4,9
CABALLITO,Crimenes Viales,2022,11,1,2
CABALLITO,Crimenes Viales,2022,11,2,8
CABALLITO,Crimenes Viales,2022,11,3,16
CABALLITO,Crimenes Viales,2022,11,4,11
CABALLITO,Crimenes Viales,2022,12,1,2
CABALLITO,Crimenes Viales,2022,12,2,8
CABALLITO,Crimenes Viales,2022,12,3,17
CABALLITO,Crimenes Viales,2022,12,4,9
CABALLITO,Crimenes Violentos,2018,1,1,16
CABALLITO,Crimenes Violentos,2018,1,2,25
CABALLITO,Crimenes Violentos,2018,1,3,38
CABALLITO,Crimenes Violentos,2018,1,4,42
CABALLITO,Crimenes Violentos,2018,2,1,18
CABALLITO,Crimenes Violentos,2018,2,2,17
CABALLITO,Crimenes Violentos,2018,2,3,24
CABALLITO,Crimenes Violentos,2018,2,4,36
CABALLITO,Crimenes Violentos,2018,3,1,16
CABALLITO,Crimenes Violentos,2018,3,2,19
CABALLITO,Crimenes Violentos,2018,3,3,37
CABALLITO,Crimenes Violentos,2018,3,4,41
CABALLITO,Crimenes Violentos,2018,4,1,22
CABALLITO,Crimenes Violentos,2018,4,2,12
CABALLITO,Crimenes Violentos,2018,4,3,26
CABALLITO,Crimenes Violentos,2018,4,4,44
CABALLITO,Crimenes Violentos,2018,5,1,17
CABALLITO,Crimenes Violentos,2018,5,2,31
CABALLITO,Crimenes Violentos,2018,5,3,29
CABALLITO,Crimenes Violentos,2018,5,4,48
CABALLITO,Crimenes Violentos,2018,6,1,16
CABALLITO,Crimenes Violentos,2018,6,2,15
CABALLITO,Crimenes Violentos,2018,6,3,35
CABALLITO,Crimenes Violentos,2018,6,4,42
CABALLITO,Crimenes Violentos,2018,7,1,16
CABALLITO,Crimenes Violentos,2018,7,2,21
CABALLITO,Crimenes Violentos,2018,7,3,21
CABALLITO,Crimenes Violentos,2018,7,4,38
CABALLITO,Crimenes Violentos,2018,8,1,18
CABALLITO,Crimenes Violentos,2018,8,2,27
CABALLITO,Crimenes Violentos,2018,8,3,29
CABALLITO,Crimenes Violentos,2018,8,4,25
CABALLITO,Crimenes Violentos,2018,9,1,20
CABALLITO,Crimenes Violentos,2018,9,2,16
CABALLITO,Crimenes Violentos,2018,9,3,29
CABALLITO,Crimenes Violentos,2018,9,4,40
CABALLITO,Crimenes Violentos,2018,10,1,24
CABALLITO,Crimenes Violentos,2018,10,2,12
CABALLITO,Crimenes Violentos,2018,10,3,16
CABALLITO,Crimenes Violentos,2018,10,4,35
CABALLITO,Crimenes Violentos,2018,11,1,21
CABALLITO,Crimenes Violentos,2018,11,2,18
CABALLITO,Crimenes Violentos,2018,11,3,37
CABALLITO,Crimenes Violentos,2018,11,4,45
CABALLITO,Crimenes Violentos,2018,12,1,26
CABALLITO,Crimenes Violentos,2018,12,2,18
CABALLITO,Crimenes Violentos,2018,12,3,40
CABALLITO,Crimenes Violentos,2018,12,4,42
CABALLITO,Crimenes Violentos,2019,1,1,27
CABALLITO,Crimenes Violentos,2019,1,2,26
CABALLITO,Crimenes Violentos,2019,1,3,42
CABALLITO,Crimenes Violentos,2019,1,4,52
CABALLITO,Crimenes Violentos,2019,2,1,18
CABALLITO,Crimenes Violentos,2019,2,2,32
CABALLITO,Crimenes Violentos,2019,2,3,45
CABALLITO,Crimenes Violentos,2019,2,4,37
CABALLITO,Crimenes Violentos,2019,3,1,24
CABALLITO,Crimenes Violentos,2019,3,2,16
CABALLITO,Crimenes Violentos,2019,3,3,38
CABALLITO,Crimenes Violentos,2019,3,4,60
CABALLITO,Crimenes Violentos,2019,4,1,20
CABALLITO,Crimenes Violentos,2019,4,2,13
CABALLITO,Crimenes Violentos,2019,4,3,30
CABALLITO,Crimenes Violentos,2019,4,4,43
CABALLITO,Crimenes Violentos,2019,5,1,21
CABALLITO,Crimenes Violentos,2019,5,2,25
CABALLITO,Crimenes Violentos,2019,5,3,35
CABALLITO,Crimenes Violentos,2019,5,4,42
CABALLITO,Crimenes Violentos,2019,6,1,22
CABALLITO,Crimenes Violentos,2019,6,2,25
CABALLITO,Crimenes Violentos,2019,6,3,44
CABALLITO,Crimenes Violentos,2019,6,4,28
CABALLITO,Crimenes Violentos,2019,7,1,18
CABALLITO,Crimenes Violentos,2019,7,2,17
CABALLITO,Crimenes Violentos,2019,7,3,28
CABALLITO,Crimenes Violentos,2019,7,4,37
CABALLITO,Crimenes Violentos,2019,8,1,9
CABALLITO,Crimenes Violentos,2019,8,2,27
CABALLITO,Crimenes Violentos,2019,8,3,32
CABALLITO,Crimenes Violentos,2019,8,4,42
CABALLITO,Crimenes Violentos,2019,9,1,17
CABALLITO,Crimenes Violentos,2019,9,2,17
CABALLITO,Crimenes Violentos,2019,9,3,33
CABALLITO,Crimenes Violentos,2019,9,4,32
CABALLITO,Crimenes Violentos,2019,10,1,14
CABALLITO,Crimenes Violentos,2019,10,2,13
CABALLITO,Crimenes Violentos,2019,10,3,57
CABALLITO,Crimenes Violentos,2019,10,4,53
CABALLITO,Crimenes Violentos,2019,11,1,35
CABALLITO,Crimenes Violentos,2019,11,2,15
CABALLITO,Crimenes Violentos,2019,11,3,47
CABALLITO,Crimenes Violentos,2019,11,4,37
CABALLITO,Crimenes Violentos,2019,12,1,22
CABALLITO,Crimenes Violentos,2019,12,2,10
CABALLITO,Crimenes Violentos,2019,12,3,33
CABALLITO,Crimenes Violentos,2019,12,4,44
CABALLITO,Crimenes Violentos,2020,3,1,13
CABALLITO,Crimenes Violentos,2020,3,2,15
CABALLITO,Crimenes Violentos,2020,3,3,16
CABALLITO,Crimenes Violentos,2020,3,4,26
CABALLITO,Crimenes Violentos,2020,8,1,6
CABALLITO,Crimenes Violentos,2020,8,2,14
CABALLITO,Crimenes Violentos,2020,8,3,24
CABALLITO,Crimenes Violentos,2020,8,4,22
CABALLITO,Crimenes Violentos,2020,9,1,10
CABALLITO,Crimenes Violentos,2020,9,2,8
CABALLITO,Crimenes Violentos,2020,9,3,18
CABALLITO,Crimenes Violentos,2020,9,4,25
CABALLITO,Crimenes Violentos,2020,10,1,10
CABALLITO,Crimenes Violentos,2020,10,2,17
CABALLITO,Crimenes Violentos,2020,10,3,28
CABALLITO,Crimenes Violentos,2020,10,4,29
CABALLITO,Crimenes Violentos,2020,11,1,10
CABALLITO,Crimenes Violentos,2020,11,2,8
CABALLITO,Crimenes Violentos,2020,11,3,29
CABALLITO,Crimenes Violentos,2020,11,4,38
CABALLITO,Crimenes Violentos,2020,12,1,22
CABALLITO,Crimenes Violentos,2020,12,2,19
CABALLITO,Crimenes Violentos,2020,12,3,31
CABALLITO,Crimenes Violentos,2020,12,4,37
CABALLITO,Crimenes Violentos,2021,1,1,18
CABALLITO,Crimenes Violentos,2021,1,2,13
CABALLITO,Crimenes Violentos,2021,1,3,33
CABALLITO,Crimenes Violentos,2021,1,4,29
CABALLITO,Crimenes Violentos,2021,2,1,16
CABALLITO,Crimenes Violentos,2021,2,2,10
CABALLITO,Crimenes Violentos,2021,2,3,24
CABALLITO,Crimenes Violentos,2021,2,4,26
CABALLITO,Crimenes Violentos,2021,3,1,17
CABALLITO,Crimenes Violentos,2021,3,2,16
CABALLITO,Crimenes Violentos,2021,3,3,29
CABALLITO,Crimenes Violentos,2021,3,4,35
CABALLITO,Crimenes Violentos,2021,4,1,12
CABALLITO,Crimenes Violentos,2021,4,2,11
CABALLITO,Crimenes Violentos,2021,4,3,26
CABALLITO,Crimenes Violentos,2021,4,4,29
CABALLITO,Crimenes Violentos,2021,5,1,7
CABALLITO,Crimenes Violentos,2021,5,2,13
CABALLITO,Crimenes Violentos,2021,5,3,24
CABALLITO,Crimenes Violentos,2021,5,4,23
CABALLITO,Crimenes Violentos,2021,6,1,9
CABALLITO,Crimenes Violentos,2021,6,2,12
CABALLITO,Crimenes Violentos,2021,6,3,32
CABALLITO,Crimenes Violentos,2021,6,4,28
CABALLITO,Crimenes Violentos,2021,7,1,5
CABALLITO,Crimenes Violentos,2021,7,2,17
CABALLITO,Crimenes Violentos,2021,7,3,37
CABALLITO,Crimenes Violentos,2021,7,4,38
CABALLITO,Crimenes Violentos,2021,8,1,10
CABALLITO,Crimenes Violentos,2021,8,2,16
CABALLITO,Crimenes Violentos,2021,8,3,26
CABALLITO,Crimenes Violentos,2021,8,4,45
CABALLITO,Crimenes Violentos,2021,9,1,11
CABALLITO,Crimenes Violentos,2021,9,2,13
CABALLITO,Crimenes Violentos,2021,9,3,32
CABALLITO,Crimenes Violentos,2021,9,4,26
CABALLITO,Crimenes Violentos,2021,10,1,13
CABALLITO,Crimenes Violentos,2021,10,2,14
CABALLITO,Crimenes Violentos,2021,10,3,26
CABALLITO,Crimenes Violentos,2021,10,4,46
CABALLITO,Crimenes Violentos,2021,11,1,21
CABALLITO,Crimenes Violentos,2021,11,2,30
CABALLITO,Crimenes Violentos,2021,11,3,33
CABALLITO,Crimenes Violentos,2021,11,4,41
CABALLITO,Crimenes Violentos,2021,12,1,9
CABALLITO,Crimenes Violentos,2021,12,2,22
CABALLITO,Crimenes Violentos,2021,12,3,26
CABALLITO,Crimenes Violentos,2021,12,4,30
CABALLITO,Crimenes Violentos,2022,1,1,11
CABALLITO,Crimenes Violentos,2022,1,2,20
CABALLITO,Crimenes Violentos,2022,1,3,15
CABALLITO,Crimenes Violentos,2022,1,4,32
CABALLITO,Crimenes Violentos,2022,2,1,19
CABALLITO,Crimenes Violentos,2022,2,2,10
CABALLITO,Crimenes Violentos,2022,2,3,19
CABALLITO,Crimenes Violentos,2022,2,4,30
CABALLITO,Crimenes Violentos,2022,3,1,16
CABALLITO,Crimenes Violentos,2022,3,2,15
CABALLITO,Crimenes Violentos,2022,3,3,29
CABALLITO,Crimenes Violentos,2022,3,4,24
CABALLITO,Crimenes Violentos,2022,4,1,15
CABALLITO,Crimenes Violentos,2022,4,2,15
CABALLITO,Crimenes Violentos,2022,4,3,36
CABALLITO,Crimenes Violentos,2022,4,4,30
CABALLITO,Crimenes Violentos,2022,5,1,11
CABALLITO,Crimenes Violentos,2022,5,2,15
CABALLITO,Crimenes Violentos,2022,5,3,26
CABALLITO,Crimenes Violentos,2022,5,4,26
CABALLITO,Crimenes Violentos,2022,6,1,8
CABALLITO,Crimenes Violentos,2022,6,2,11
CABALLITO,Crimenes Violentos,2022,6,3,30
CABALLITO,Crimenes Violentos,2022,6,4,39
CABALLITO,Crimenes Violentos,2022,7,1,8
CABALLITO,Crimenes Violentos,2022,7,2,14
CABALLITO,Crimenes Violentos,2022,7,3,26
CABALLITO,Crimenes Violentos,2022,7,4,21
CABALLITO,Crimenes Violentos,2022,8,1,11
CABALLITO,Crimenes Violentos,2022,8,2,17
CABALLITO,Crimenes Violentos,2022,8,3,26
CABALLITO,Crimenes Violentos,2022,8,4,16
CABALLITO,Crimenes Violentos,2022,9,1,14
CABALLITO,Crimenes Violentos,2022,9,2,9
CABALLITO,Crimenes Violentos,2022,9,3,19
CABALLITO,Crimenes Violentos,2022,9,4,21
CABALLITO,Crimenes Violentos,2022,10,1,14
CABALLITO,Crimenes Violentos,2022,10,2,13
CABALLITO,Crimenes Violentos,2022,10,3,25
CABALLITO,Crimenes Violentos,2022,10,4,23
CABALLITO,Crimenes Violentos,2022,11,1,11
CABALLITO,Crimenes Violentos,2022,11,2,16
CABALLITO,Crimenes Violentos,2022,11,3,28
CABALLITO,Crimenes Violentos,2022,11,4,26
CABALLITO,Crimenes Violentos,2022,12,1,12
CABALLITO,Crimenes Violentos,2022,12,2,13
CABALLITO,Crimenes Violentos,2022,12,3,27
CABALLITO,Crimenes Violentos,2022,12,4,27
CHACARITA,Crimenes No Violentos,2018,1,1,11
CHACARITA,Crimenes No Violentos,2018,1,2,45
CHACARITA,Crimenes No Violentos,2018,1,3,42
CHACARITA,Crimenes No Violentos,2018,1,4,22
CHACARITA,Crimenes No Violentos,2018,2,1,10
CHACARITA,Crimenes No Violentos,2018,2,2,27
CHACARITA,Crimenes No Violentos,2018,2,3,59
CHACARITA,Crimenes No Violentos,2018,2,4,26
CHACARITA,Crimenes No Violentos,2018,3,1,8
CHACARITA,Crimenes No Violentos,2018,3,2,32
CHACARITA,Crimenes No Violentos,2018,3,3,49
CHACARITA,Crimenes No Violentos,2018,3,4,40
CHACARITA,Crimenes No Violentos,2018,4,1,14
CHACARITA,Crimenes No Violentos,2018,4,2,20
CHACARITA,Crimenes No Violentos,2018,4,3,41
CHACARITA,Crimenes No Violentos,2018,4,4,34
CHACARITA,Crimenes No Violentos,2018,5,1,6
CHACARITA,Crimenes No Violentos,2018,5,2,32
CHACARITA,Crimenes No Violentos,2018,5,3,57
CHACARITA,Crimenes No Violentos,2018,5,4,48
CHACARITA,Crimenes No Violentos,2018,6,1,8
CHACARITA,Crimenes No Violentos,2018,6,2,26
CHACARITA,Crimenes No Violentos,2018,6,3,44
CHACARITA,Crimenes No Violentos,2018,6,4,29
CHACARITA,Crimenes No Violentos,2018,7,1,14
CHACARITA,Crimenes No Violentos,2018,7,2,28
CHACARITA,Crimenes No Violentos,2018,7,3,32
CHACARITA,Crimenes No Violentos,2018,7,4,50
CHACARITA,Crimenes No Violentos,2018,8,1,14
CHACARITA,Crimenes No Violentos,2018,8,2,24
CHACARITA,Crimenes No Violentos,2018,8,3,34
CHACARITA,Crimenes No Violentos,2018,8,4,32
CHACARITA,Crimenes No Violentos,2018,9,1,16
CHACARITA,Crimenes No Violentos,2018,9,2,27
CHACARITA,Crimenes No Violentos,2018,9,3,41
CHACARITA,Crimenes No Violentos,2018,9,4,34
CHACARITA,Crimenes No Violentos,2018,10,1,9
CHACARITA,Crimenes No Violentos,2018,10,2,20
CHACARITA,Crimenes No Violentos,2018,10,3,40
CHACARITA,Crimenes No Violentos,2018,10,4,31
CHACARITA,Crimenes No Violentos,2018,11,1,14
CHACARITA,Crimenes No Violentos,2018,11,2,22
CHACARITA,Crimenes No Violentos,2018,11,3,36
CHACARITA,Crimenes No Violentos,2018,11,4,38
CHACARITA,Crimenes No Violentos,2018,12,1,13
CHACARITA,Crimenes No Violentos,2018,12,2,19
CHACARITA,Crimenes No Violentos,2018,12,3,30
CHACARITA,Crimenes No Violentos,2018,12,4,46
CHACARITA,Crimenes No Violentos,2019,1,1,13
CHACARITA,Crimenes No Violentos,2019,1,2,38
